is_hit,retrieved,expected,query
True,"['72274499-fc22-47a2-83e9-689524988cf4', '85c923c0-5835-456e-a4c7-9a3822eff4dd', 'e2e8f92b-8ca8-4fe8-932c-be206f32ca1d', '7609c9ed-9822-4ee1-8abe-a30c661bd4e9', '2d23026c-8f0d-47a5-84ad-764a8c010130']",72274499-fc22-47a2-83e9-689524988cf4,b08c001a-d24a-4534-bdc0-f98d2edd5a1d
True,"['d545e9f3-2efc-4c18-926d-37f483c8467d', '04c4c3e5-ef70-4687-909a-4a04ef6674ef', 'b8d32983-dd3d-42af-99f5-559ee9d64312', 'a85a8844-6361-485e-97f7-3a9e86f70d4b', '53c0d0d5-c19a-4e0c-93f6-e540e53cac42']",d545e9f3-2efc-4c18-926d-37f483c8467d,4174798b-5830-4797-8597-abfba8b45774
True,"['3e629976-b15d-4ef5-8fb2-aca622ef08a6', 'a2321188-eead-4fb9-9378-d541af7acb26', 'b0ea0638-c2b6-449d-9bd4-af65d0e2d1a2', 'f82f4e2b-1a55-49d8-934a-329ecba43c48', '86709dae-5fbe-43b7-9b45-d2bc648d1227']",3e629976-b15d-4ef5-8fb2-aca622ef08a6,45868ab2-583c-4773-bfb2-c7fba8b4a5b0
True,"['90372454-78e4-42c9-9911-13c31c814101', '24e6ec1b-8cfa-46bb-b56a-7e16fef809f3', '00518ddb-2807-4915-9476-26ef5140ea82', 'ef9cfbe9-79f0-49d2-98c6-f05668655fe6', 'fcd02375-dd97-4f4a-bceb-9f5b1caf8c9f']",90372454-78e4-42c9-9911-13c31c814101,0c6388f1-b94b-40f7-bbeb-bd6cc5412e88
True,"['ccbad255-6847-4f73-a3a2-fda62b40fcc5', '3e629976-b15d-4ef5-8fb2-aca622ef08a6', 'b0ea0638-c2b6-449d-9bd4-af65d0e2d1a2', '33c77d8a-c7f3-4635-a818-3ffc494b94f5', 'bfbfb58d-7919-4e41-931a-f280384303af']",ccbad255-6847-4f73-a3a2-fda62b40fcc5,b6b232ce-31e9-42a9-8684-eb9fea3cf5ea
True,"['62c3ab97-6d5c-483d-810d-0754a4190780', 'b22b132a-b755-43f1-be65-ae839e1291a8', '3ec93c3c-13e8-4dec-92d6-9450712e2e8a', '33c77d8a-c7f3-4635-a818-3ffc494b94f5', 'a85a8844-6361-485e-97f7-3a9e86f70d4b']",62c3ab97-6d5c-483d-810d-0754a4190780,48f46c88-7444-4bed-866f-7c1cd5fbb124
False,"['5d541397-0033-486d-958d-3a9583efa9e4', '160cb020-5b3a-4aa0-a500-a79cd24f852c', '839c003c-16ad-43a2-a179-cb2894df288d', 'bb32f223-973e-47a1-9990-c1969a90f06c', '14715852-4215-449d-a841-07be41f8de4a']",4e253d1e-35cb-4900-8585-87bd65919a6e,ffd658ba-769d-4ff5-a1e9-5d42a8b2de7d
True,"['6c7995ca-58a3-4296-accd-e0ef8d9f85fb', 'b0ea0638-c2b6-449d-9bd4-af65d0e2d1a2', '53c0d0d5-c19a-4e0c-93f6-e540e53cac42', '33c77d8a-c7f3-4635-a818-3ffc494b94f5', '1667abde-6bb7-42ed-97b6-5a7d5fe49198']",6c7995ca-58a3-4296-accd-e0ef8d9f85fb,fcdc747c-0383-4b8f-a672-53a1acdf0c16
True,"['95a0ebd6-8d50-48ef-882f-0148c83a7c72', '2760d89b-c8a5-4c53-a5ba-af8c85273581', '1dbcbe52-6454-437b-b3c9-85b7a89330fb', 'b6747707-5fe6-477e-abc6-749bbf18ca38', '81f0970f-ecb2-4e17-b482-ec20f272a578']",95a0ebd6-8d50-48ef-882f-0148c83a7c72,dfafd441-e535-443b-91f4-cfd2ec457a59
True,"['66ae7d1a-60cd-4daa-9dd3-95118c669d28', '5000b03c-6922-4ed4-a29b-432a4dd70976', 'ba57f2b3-15dd-49ac-925a-bc90dc4935b9', '0285b881-b128-47cd-9b80-ce156797d138', '29fc1422-7307-470e-ad0b-0fd944263026']",66ae7d1a-60cd-4daa-9dd3-95118c669d28,0a2cb1a6-7818-40f9-81dd-5e2b96cd2c61
True,"['c4432419-556f-41be-ac88-1ad2b1f45203', 'c33affa4-3386-4629-8b6c-65b6a3da6681', 'a2321188-eead-4fb9-9378-d541af7acb26', '88145294-cb78-4e6f-a320-8f94ac2b8389', '6c7995ca-58a3-4296-accd-e0ef8d9f85fb']",c4432419-556f-41be-ac88-1ad2b1f45203,3c1e3b70-92d1-4cb9-abcd-5bc5f6922a06
True,"['a2321188-eead-4fb9-9378-d541af7acb26', 'f82f4e2b-1a55-49d8-934a-329ecba43c48', 'c4432419-556f-41be-ac88-1ad2b1f45203', 'b0ea0638-c2b6-449d-9bd4-af65d0e2d1a2', '33c77d8a-c7f3-4635-a818-3ffc494b94f5']",a2321188-eead-4fb9-9378-d541af7acb26,5835b1bc-fc61-49df-ba2b-fb1a850e836e
